truck_brand,truck_model,truck_year,engine_model,transmission,axle_type,market_price_mex,ubication
International,ProStar,2017,Cummins ISX15,Eaton Fuller 10-speed,52k,618000,Querétaro
Freightliner,FLD120,2019,Detroit DD15,Eaton Fuller 13-speed,46k,641000,Zacatecas
Freightliner,Columbia,2010,Detroit DD13,Eaton Fuller 10-speed,52k,400000,Colima
International,Durastar,2001,MaxxForce 13,Eaton Fuller 10-speed,40k,216000,Guerrero
Peterbilt,579,2004,PACCAR MX13,Eaton Fuller 18-speed,40k,322000,Campeche
Kenworth,T680,2019,Cummins ISX15,Eaton UltraShift,40k,824000,Puebla
Freightliner,Columbia,2014,Detroit DD15,Detroit DT12,40k,474000,Aguascalientes
International,9900i,2007,MaxxForce 13,Eaton Fuller 13-speed,52k,391000,Estado de México
Freightliner,M2 106,2008,Mercedes MBE4000,Eaton Fuller 10-speed,52k,363000,Coahuila
Mack,Granite,2015,Mack MP7,Mack mDRIVE,52k,295000,Quintana Roo
Freightliner,Columbia,2003,Cummins X15,Eaton Fuller 13-speed,52k,278000,Durango
Peterbilt,379,2004,Cummins X15,Eaton Fuller 13-speed,52k,324000,Jalisco
Mack,Pinnacle,2011,Mack MP8,Mack mDRIVE,52k,248000,Michoacán
Kenworth,T660,2017,PACCAR MX13,Eaton Fuller 18-speed,40k,672000,Tlaxcala
Kenworth,T370,2005,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,348000,Tamaulipas
Freightliner,Columbia,2010,Detroit DD15,Allison 4500RDS,40k,400000,Durango
Kenworth,W900,2015,Cummins ISX15,Eaton Fuller 13-speed,46k,601000,Veracruz
Freightliner,M2 106,2003,Mercedes MBE4000,Detroit DT12,52k,284000,Michoacán
International,ProStar,2014,Cummins ISB 6.7,Allison 4000,52k,525000,San Luis Potosí
Freightliner,M2 106,2014,Cummins X15,Allison 4500RDS,46k,480000,Zacatecas
International,LT625,2000,MaxxForce 15,Eaton Fuller 18-speed,40k,182000,Jalisco
Peterbilt,379,2021,Cummins ISX15,Eaton Fuller RTLO-16718B,46k,739000,Aguascalientes
International,Durastar,2017,MaxxForce 13,Eaton Fuller 18-speed,46k,600000,Campeche
Peterbilt,379,2021,Cummins X15,Eaton Fuller RTLO-16718B,52k,761000,Querétaro
International,9900i,2002,MaxxForce 15,Eaton Fuller 18-speed,46k,254000,Sinaloa
Freightliner,FLD120,2019,Detroit DD15,Eaton Fuller RTLO-16913A,46k,532000,San Luis Potosí
Freightliner,Cascadia,2019,Detroit DD13,Allison 4500RDS,46k,596000,Tamaulipas
Peterbilt,379,2006,Cummins X15,Eaton UltraShift,52k,353000,Baja California
Mack,Pinnacle,2010,Mack MP7,Eaton Fuller 13-speed,40k,240000,Veracruz
Peterbilt,389,2018,PACCAR MX11,Eaton UltraShift,40k,642000,Tabasco
Peterbilt,389,2022,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,934000,Quintana Roo
Volvo,VNM,2013,Detroit DD13,Eaton Fuller 10-speed,40k,383000,Campeche
Freightliner,M2 106,2022,Mercedes MBE4000,Detroit DT12,40k,728000,Colima
Mack,Anthem,2003,Mack MP7,Mack mDRIVE,40k,138000,Coahuila
International,9900i,2012,Cummins ISX15,Allison 4000,46k,495000,Querétaro
Mack,Granite,2004,Mack MP7,Mack mDRIVE,40k,162000,Sinaloa
International,Durastar,2007,Cummins ISB 6.7,Eaton Fuller 10-speed,40k,391000,Nuevo León
International,Durastar,2021,MaxxForce 15,Eaton Fuller 18-speed,40k,886000,Colima
Peterbilt,389,2005,PACCAR MX13,Eaton UltraShift,40k,298000,Baja California Sur
Mack,Granite,2021,Mack MP7,Mack mDRIVE,52k,408000,Chihuahua
Kenworth,T800,2008,Cummins ISX15,Eaton Fuller 18-speed,40k,434000,Tabasco
Freightliner,Cascadia,2018,Mercedes MBE4000,Detroit DT12,52k,615000,Tamaulipas
Mack,Pinnacle,2018,Mack MP7,Eaton Fuller 13-speed,52k,355000,San Luis Potosí
Volvo,VNM,2009,Detroit DD13,Volvo I-Shift,52k,325000,Sonora
Freightliner,Cascadia,2006,Cummins X15,Detroit DT12,52k,301000,Zacatecas
International,9900i,2003,MaxxForce 15,Eaton Fuller 10-speed,52k,271000,Morelos
International,LT625,2021,Cummins ISB 6.7,Eaton Fuller 18-speed,52k,697000,Baja California Sur
Kenworth,W900,2009,PACCAR MX13,Eaton Fuller 18-speed,46k,477000,Aguascalientes
Kenworth,W900,2011,PACCAR MX11,Eaton Fuller RTLO-16718B,40k,526000,Oaxaca
International,LT625,2003,MaxxForce 13,Eaton Fuller 10-speed,40k,329000,Colima
Peterbilt,389,2010,Cummins X15,Eaton UltraShift,52k,450000,Guanajuato
Volvo,VNL760,2009,Detroit DD13,Volvo I-Shift,40k,329000,San Luis Potosí
Kenworth,T660,2009,PACCAR MX11,Eaton Fuller RTLO-16718B,40k,471000,Hidalgo
Volvo,VNL760,2017,Volvo D13,Allison 4000,46k,437000,Zacatecas
Volvo,VNL670,2019,Detroit DD13,Eaton Fuller 13-speed,52k,553000,Guanajuato
Volvo,VNM,2009,Detroit DD13,Allison 4000,46k,323000,Nuevo León
Volvo,VNM,2021,Cummins ISX15,Volvo I-Shift,52k,575000,Morelos
Volvo,VNL760,2005,Volvo D13,Volvo I-Shift,46k,234000,Baja California
Mack,Granite,2007,Mack MP7,Mack mDRIVE,46k,189000,Hidalgo
Volvo,VNL760,2014,Volvo D13,Allison 4000,46k,423000,Zacatecas
Peterbilt,389,2014,Cummins X15,Eaton Fuller 13-speed,52k,551000,Querétaro
Mack,Anthem,2008,Mack MP8,Mack mDRIVE,52k,218000,Veracruz
Freightliner,M2 106,2018,Cummins ISX15,Detroit DT12,52k,603000,Durango
Freightliner,Columbia,2017,Cummins ISX15,Eaton Fuller 13-speed,46k,578000,Baja California Sur
Peterbilt,389,2005,Cummins ISX15,Eaton Fuller RTLO-16718B,52k,358000,Yucatán
Mack,Anthem,2018,Mack MP7,Mack mDRIVE,52k,308000,Zacatecas
Kenworth,T370,2008,PACCAR MX13,Eaton Fuller 13-speed,40k,437000,Sinaloa
Volvo,VNM,2017,Volvo D13,Allison 4000,46k,450000,Baja California
Peterbilt,379,2022,PACCAR MX11,Eaton Fuller RTLO-16913A,52k,833000,Baja California
Volvo,VNM,2004,Detroit DD13,Eaton Fuller 10-speed,52k,229000,Chihuahua
Kenworth,T680,2016,PACCAR MX13,Eaton UltraShift,46k,607000,Veracruz
Mack,Pinnacle,2005,Mack MP7,Eaton Fuller 18-speed,52k,189000,Sinaloa
International,Durastar,2022,Cummins ISC 8.3,Allison 4000,40k,853000,Puebla
Freightliner,M2 106,2000,Mercedes MBE4000,Eaton Fuller 10-speed,52k,213000,Chiapas
Volvo,VNM,2011,Volvo D13,Eaton Fuller 10-speed,40k,364000,Yucatán
Kenworth,T800,2002,PACCAR MX13,Eaton UltraShift,46k,296000,Querétaro
Freightliner,Columbia,2021,Detroit DD15,Allison 4500RDS,46k,647000,Quintana Roo
Mack,Pinnacle,2020,Mack MP10,Mack mDRIVE,40k,440000,Aguascalientes
Mack,Pinnacle,2018,Mack MP8,Eaton Fuller 13-speed,46k,317000,Guerrero
Volvo,VNL760,2004,Detroit DD13,Volvo I-Shift,40k,216000,Nuevo León
Volvo,VNM,2006,Detroit DD13,Eaton Fuller 13-speed,40k,294000,Aguascalientes
Volvo,VNL760,2004,Cummins ISX15,Allison 4000,46k,227000,Quintana Roo
Volvo,VNL760,2021,Detroit DD13,Eaton Fuller 13-speed,40k,641000,Coahuila
International,ProStar,2004,Cummins ISX15,Allison 3000,52k,257000,Chiapas
International,ProStar,2005,Cummins ISX15,Eaton Fuller 13-speed,46k,317000,Zacatecas
Kenworth,W900,2011,PACCAR MX13,Eaton Fuller 13-speed,46k,517000,Sonora
International,LT625,2003,MaxxForce 15,Allison 3000,40k,295000,Nuevo León
International,9900i,2002,Cummins ISB 6.7,Eaton Fuller 18-speed,46k,215000,Nayarit
Volvo,VNL760,2009,Volvo D13,Eaton Fuller 10-speed,52k,319000,Colima
Peterbilt,579,2020,PACCAR MX13,Eaton UltraShift,52k,798000,Nayarit
Peterbilt,379,2006,Cummins X15,Eaton Fuller RTLO-16913A,52k,356000,Estado de México
Mack,Pinnacle,2006,Mack MP10,Eaton Fuller 13-speed,52k,195000,Morelos
Mack,Anthem,2020,Mack MP8,Eaton Fuller 18-speed,52k,462000,Coahuila
Volvo,VNM,2020,Detroit DD13,Eaton Fuller 10-speed,52k,675000,Tabasco
Kenworth,T660,2011,Cummins ISX15,Eaton Fuller 18-speed,40k,525000,Oaxaca
Freightliner,Columbia,2015,Cummins X15,Eaton Fuller RTLO-16913A,46k,520000,Sinaloa
Kenworth,T680,2016,PACCAR MX11,Eaton Fuller RTLO-16718B,40k,680000,Yucatán
Mack,Pinnacle,2016,Mack MP10,Mack mDRIVE,46k,295000,Nayarit
Mack,Pinnacle,2017,Mack MP8,Mack mDRIVE,52k,316000,Jalisco
Volvo,VNL670,2014,Detroit DD13,Eaton Fuller 13-speed,52k,434000,Durango
International,Durastar,2004,MaxxForce 13,Eaton Fuller 13-speed,40k,274000,Sonora
Mack,Anthem,2015,Mack MP7,Eaton Fuller 13-speed,46k,314000,Colima
Peterbilt,379,2018,Cummins ISX15,Eaton UltraShift,52k,599000,Guerrero
Mack,Anthem,2001,Mack MP8,Eaton Fuller 18-speed,46k,165000,Nuevo León
Peterbilt,579,2013,Cummins X15,Eaton Fuller 13-speed,46k,521000,Tabasco
Mack,Pinnacle,2004,Mack MP8,Eaton Fuller 13-speed,40k,172000,Chihuahua
International,ProStar,2005,Cummins ISB 6.7,Allison 3000,40k,319000,Nuevo León
International,ProStar,2012,Cummins ISX15,Allison 4000,46k,481000,Chihuahua
International,9900i,2016,Cummins ISX15,Eaton Fuller 13-speed,52k,609000,San Luis Potosí
International,LT625,2008,Cummins ISC 8.3,Allison 4000,46k,412000,Oaxaca
Mack,Pinnacle,2002,Mack MP8,Mack mDRIVE,52k,116000,Jalisco
Kenworth,T370,2013,Cummins X15,Eaton Fuller 13-speed,40k,581000,Guerrero
Mack,Anthem,2020,Mack MP7,Eaton Fuller 18-speed,40k,461000,Veracruz
Mack,Pinnacle,2007,Mack MP8,Mack mDRIVE,52k,201000,Chihuahua
Freightliner,Cascadia,2014,Cummins X15,Eaton Fuller 10-speed,52k,479000,Durango
Mack,Granite,2013,Mack MP10,Mack mDRIVE,40k,266000,Baja California
Freightliner,M2 106,2003,Mercedes MBE4000,Eaton Fuller RTLO-16913A,40k,239000,Ciudad de México
Peterbilt,389,2021,Cummins X15,Eaton Fuller 18-speed,52k,720000,Sinaloa
Volvo,VNM,2003,Cummins ISX15,Volvo I-Shift,40k,208000,Colima
Peterbilt,379,2015,PACCAR MX11,Eaton Fuller 13-speed,40k,586000,Veracruz
Freightliner,FLD120,2006,Cummins X15,Eaton Fuller RTLO-16913A,52k,310000,Querétaro
Freightliner,M2 106,2001,Detroit DD13,Eaton Fuller RTLO-16913A,40k,221000,Aguascalientes
Kenworth,T660,2006,PACCAR MX13,Eaton Fuller RT-8908LL,40k,364000,Oaxaca
Kenworth,W900,2022,Cummins ISX15,Eaton Fuller 13-speed,40k,892000,Zacatecas
International,Durastar,2000,MaxxForce 13,Eaton Fuller 13-speed,46k,211000,Durango
Volvo,VNL760,2007,Detroit DD13,Eaton Fuller 10-speed,46k,308000,Querétaro
International,9900i,2014,Cummins ISB 6.7,Eaton Fuller 18-speed,40k,532000,Colima
Freightliner,FLD120,2012,Cummins X15,Detroit DT12,46k,439000,Puebla
Mack,Pinnacle,2007,Mack MP7,Mack mDRIVE,40k,185000,San Luis Potosí
Freightliner,M2 106,2017,Cummins X15,Allison 4500RDS,52k,580000,Jalisco
Freightliner,FLD120,2007,Cummins X15,Eaton Fuller 10-speed,46k,309000,Nuevo León
Mack,Pinnacle,2013,Mack MP7,Eaton Fuller 18-speed,46k,265000,Baja California Sur
International,LT625,2005,MaxxForce 13,Allison 3000,46k,283000,Hidalgo
Peterbilt,379,2012,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,479000,Guerrero
Volvo,VNM,2012,Cummins ISX15,Eaton Fuller 13-speed,46k,388000,Puebla
Volvo,VNL760,2000,Detroit DD13,Eaton Fuller 13-speed,52k,139000,Nuevo León
Volvo,VNL670,2000,Cummins ISX15,Volvo I-Shift,46k,222000,Baja California Sur
Kenworth,T680,2012,Cummins X15,Eaton Fuller RTLO-16913A,46k,551000,Campeche
Peterbilt,379,2006,PACCAR MX11,Eaton Fuller 18-speed,46k,340000,Jalisco
Kenworth,W900,2017,Cummins ISX15,Eaton Fuller RTLO-16718B,52k,641000,Guanajuato
Mack,Granite,2007,Mack MP8,Eaton Fuller 13-speed,46k,191000,Chiapas
Mack,Granite,2022,Mack MP7,Eaton Fuller 18-speed,52k,453000,Guerrero
Mack,Pinnacle,2015,Mack MP8,Eaton Fuller 18-speed,52k,309000,Oaxaca
Freightliner,Cascadia,2022,Detroit DD13,Eaton Fuller 13-speed,40k,711000,Morelos
Freightliner,FLD120,2009,Cummins X15,Eaton Fuller 10-speed,40k,378000,Michoacán
Peterbilt,389,2016,PACCAR MX13,Eaton UltraShift,52k,628000,Sonora
Freightliner,M2 106,2009,Mercedes MBE4000,Eaton Fuller RTLO-16913A,46k,375000,Quintana Roo
Peterbilt,579,2021,PACCAR MX13,Eaton Fuller 18-speed,52k,772000,Quintana Roo
Mack,Granite,2021,Mack MP7,Mack mDRIVE,46k,454000,Guerrero
Mack,Anthem,2002,Mack MP8,Eaton Fuller 13-speed,52k,121000,Hidalgo
Kenworth,W900,2005,PACCAR MX13,Eaton Fuller RTLO-16913A,52k,392000,Baja California
Peterbilt,579,2016,Cummins ISX15,Eaton UltraShift,40k,592000,Oaxaca
Kenworth,T680,2014,Cummins ISX15,Eaton Fuller RT-8908LL,46k,607000,Veracruz
Mack,Anthem,2019,Mack MP8,Eaton Fuller 18-speed,40k,329000,Colima
International,LT625,2005,MaxxForce 15,Eaton Fuller 13-speed,52k,348000,Oaxaca
Mack,Granite,2014,Mack MP7,Mack mDRIVE,46k,299000,Durango
Kenworth,W900,2018,PACCAR MX13,Eaton Fuller 13-speed,52k,650000,Durango
International,LT625,2020,MaxxForce 15,Eaton Fuller 13-speed,46k,699000,Veracruz
Kenworth,T660,2003,PACCAR MX11,Eaton Fuller 13-speed,52k,345000,Morelos
Peterbilt,389,2013,PACCAR MX11,Eaton Fuller RTLO-16913A,46k,506000,Coahuila
Mack,Anthem,2015,Mack MP7,Eaton Fuller 13-speed,52k,309000,Ciudad de México
Peterbilt,379,2017,PACCAR MX11,Eaton Fuller 13-speed,52k,559000,Tamaulipas
Freightliner,M2 106,2019,Detroit DD13,Eaton Fuller 13-speed,52k,548000,Coahuila
International,Durastar,2005,Cummins ISX15,Eaton Fuller 18-speed,52k,302000,Estado de México
International,LT625,2017,MaxxForce 13,Eaton Fuller 13-speed,52k,668000,Quintana Roo
Freightliner,M2 106,2012,Mercedes MBE4000,Eaton Fuller 13-speed,40k,434000,Guerrero
International,ProStar,2019,Cummins ISC 8.3,Allison 4000,52k,713000,Nuevo León
Freightliner,Columbia,2018,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,589000,Sonora
Kenworth,T680,2020,PACCAR MX11,Eaton Fuller RTLO-16913A,40k,955000,San Luis Potosí
Mack,Granite,2003,Mack MP8,Eaton Fuller 13-speed,40k,179000,Estado de México
Volvo,VNL670,2020,Volvo D13,Allison 4000,40k,544000,Veracruz
Kenworth,T660,2012,PACCAR MX11,Eaton Fuller RTLO-16913A,46k,551000,Colima
Freightliner,Cascadia,2003,Detroit DD15,Eaton Fuller 13-speed,46k,275000,Baja California Sur
Peterbilt,389,2007,PACCAR MX11,Eaton UltraShift,52k,367000,Nuevo León
Kenworth,T660,2012,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,555000,San Luis Potosí
Kenworth,T680,2005,PACCAR MX13,Eaton Fuller RTLO-16718B,52k,403000,Colima
Kenworth,T660,2007,Cummins X15,Eaton Fuller RTLO-16718B,52k,406000,Guerrero
Kenworth,W900,2017,PACCAR MX11,Eaton UltraShift,46k,742000,Guerrero
Volvo,VNL670,2014,Volvo D13,Eaton Fuller 13-speed,40k,432000,Ciudad de México
Peterbilt,389,2004,PACCAR MX13,Eaton Fuller 13-speed,46k,349000,Baja California
Volvo,VNL670,2015,Cummins ISX15,Eaton Fuller 13-speed,40k,459000,Quintana Roo
International,LT625,2008,MaxxForce 15,Eaton Fuller 10-speed,46k,381000,Jalisco
Freightliner,Columbia,2004,Detroit DD13,Eaton Fuller RTLO-16913A,46k,248000,Zacatecas
Mack,Pinnacle,2011,Mack MP7,Eaton Fuller 18-speed,40k,254000,Oaxaca
Freightliner,FLD120,2020,Detroit DD15,Eaton Fuller RTLO-16913A,52k,686000,Quintana Roo
International,ProStar,2011,Cummins ISX15,Eaton Fuller 10-speed,46k,470000,Morelos
Kenworth,T680,2011,Cummins ISX15,Eaton Fuller 13-speed,52k,519000,Aguascalientes
Kenworth,T680,2014,PACCAR MX13,Eaton UltraShift,52k,628000,Aguascalientes
Freightliner,Columbia,2003,Mercedes MBE4000,Detroit DT12,40k,213000,Puebla
Freightliner,Cascadia,2020,Cummins ISX15,Eaton Fuller 13-speed,40k,686000,Sonora
Volvo,VNL670,2001,Detroit DD13,Allison 4000,52k,202000,Tabasco
Freightliner,Cascadia,2011,Detroit DD15,Eaton Fuller RTLO-16913A,52k,416000,Hidalgo
Mack,Anthem,2014,Mack MP7,Mack mDRIVE,40k,277000,Querétaro
Volvo,VNM,2007,Cummins ISX15,Eaton Fuller 13-speed,46k,289000,Veracruz
Peterbilt,389,2009,PACCAR MX13,Eaton Fuller 18-speed,40k,432000,Chihuahua
Volvo,VNL760,2013,Detroit DD13,Eaton Fuller 13-speed,46k,405000,Puebla
International,9900i,2006,Cummins ISX15,Allison 4000,52k,320000,Nayarit
Peterbilt,579,2007,Cummins X15,Eaton Fuller 18-speed,52k,394000,Chiapas
Mack,Anthem,2014,Mack MP7,Eaton Fuller 13-speed,46k,298000,Guanajuato
Kenworth,T680,2013,Cummins ISX15,Eaton Fuller 18-speed,52k,565000,Tamaulipas
Freightliner,M2 106,2000,Mercedes MBE4000,Allison 4500RDS,40k,185000,Tamaulipas
Mack,Granite,2002,Mack MP8,Eaton Fuller 18-speed,52k,120000,Nayarit
Peterbilt,579,2011,PACCAR MX11,Eaton Fuller 18-speed,46k,469000,Zacatecas
Mack,Anthem,2017,Mack MP10,Mack mDRIVE,40k,341000,Ciudad de México
Kenworth,T660,2011,PACCAR MX11,Eaton Fuller RTLO-16718B,40k,526000,Jalisco
Freightliner,M2 106,2022,Detroit DD13,Eaton Fuller 13-speed,46k,892000,Hidalgo
Peterbilt,389,2006,Cummins X15,Eaton Fuller RTLO-16718B,52k,326000,Tabasco
Volvo,VNM,2001,Detroit DD13,Volvo I-Shift,46k,213000,Tamaulipas
Peterbilt,389,2005,Cummins X15,Eaton Fuller RTLO-16718B,40k,305000,Colima
Peterbilt,389,2003,Cummins ISX15,Eaton Fuller 13-speed,52k,233000,Guanajuato
Kenworth,W900,2009,PACCAR MX13,Eaton UltraShift,40k,471000,Morelos
Volvo,VNL760,2006,Cummins ISX15,Eaton Fuller 13-speed,40k,247000,Chihuahua
Freightliner,FLD120,2000,Detroit DD13,Eaton Fuller RTLO-16913A,52k,195000,Oaxaca
Kenworth,T800,2013,Cummins ISX15,Eaton Fuller RTLO-16718B,40k,581000,Morelos
Kenworth,T660,2022,PACCAR MX13,Eaton Fuller 13-speed,40k,833000,Nuevo León
International,ProStar,2020,Cummins ISC 8.3,Eaton Fuller 13-speed,52k,755000,Quintana Roo
International,LT625,2010,Cummins ISB 6.7,Eaton Fuller 13-speed,52k,450000,Quintana Roo
Peterbilt,379,2010,Cummins X15,Eaton Fuller 13-speed,52k,450000,Guanajuato
Peterbilt,379,2001,Cummins X15,Eaton Fuller 13-speed,40k,255000,Jalisco
International,LT625,2013,MaxxForce 15,Eaton Fuller 13-speed,40k,533000,Oaxaca
Kenworth,T800,2022,PACCAR MX11,Eaton Fuller 13-speed,52k,1082000,Veracruz
Kenworth,T660,2019,PACCAR MX11,Eaton UltraShift,52k,695000,Baja California Sur
Peterbilt,389,2018,PACCAR MX13,Eaton Fuller RTLO-16913A,40k,639000,Chihuahua
Kenworth,T370,2020,Cummins ISX15,Eaton UltraShift,46k,863000,Baja California Sur
Volvo,VNM,2017,Volvo D13,Allison 4000,40k,508000,Guanajuato
Kenworth,T370,2019,PACCAR MX11,Eaton Fuller RTLO-16913A,40k,814000,Tabasco
International,LT625,2006,MaxxForce 15,Allison 3000,52k,368000,Coahuila
Peterbilt,389,2020,Cummins ISX15,Eaton Fuller 13-speed,40k,820000,Yucatán
Volvo,VNL670,2010,Volvo D13,Volvo I-Shift,52k,350000,Chihuahua
Peterbilt,389,2001,Cummins X15,Eaton Fuller 18-speed,46k,225000,Morelos
International,9900i,2004,MaxxForce 15,Eaton Fuller 10-speed,40k,292000,Michoacán
International,9900i,2015,Cummins ISX15,Eaton Fuller 18-speed,52k,536000,Morelos
International,LT625,2009,MaxxForce 15,Eaton Fuller 13-speed,52k,422000,Guanajuato
Kenworth,T370,2004,Cummins X15,Eaton Fuller 18-speed,46k,388000,Ciudad de México
Peterbilt,389,2016,PACCAR MX11,Eaton Fuller 13-speed,46k,550000,Hidalgo
International,ProStar,2013,MaxxForce 13,Eaton Fuller 18-speed,46k,533000,Baja California
Freightliner,FLD120,2006,Detroit DD15,Allison 4500RDS,40k,327000,Nayarit
Volvo,VNM,2007,Cummins ISX15,Eaton Fuller 10-speed,40k,308000,Aguascalientes
Mack,Pinnacle,2013,Mack MP8,Eaton Fuller 13-speed,46k,274000,Tabasco
Mack,Anthem,2004,Mack MP10,Mack mDRIVE,52k,139000,Jalisco
Volvo,VNL670,2010,Detroit DD13,Eaton Fuller 13-speed,52k,350000,Coahuila
Freightliner,FLD120,2014,Detroit DD13,Eaton Fuller 13-speed,46k,493000,Jalisco
Volvo,VNL670,2000,Detroit DD13,Eaton Fuller 13-speed,52k,144000,Tabasco
Peterbilt,389,2016,Cummins X15,Eaton UltraShift,40k,553000,Querétaro
Volvo,VNL760,2004,Cummins ISX15,Eaton Fuller 13-speed,46k,266000,Hidalgo
Kenworth,T370,2013,Cummins ISX15,Eaton UltraShift,52k,582000,Morelos
Volvo,VNL760,2003,Detroit DD13,Eaton Fuller 10-speed,52k,249000,Veracruz
Peterbilt,389,2022,PACCAR MX13,Eaton UltraShift,40k,1014000,Aguascalientes
Mack,Anthem,2010,Mack MP8,Eaton Fuller 13-speed,46k,240000,Nuevo León
Mack,Anthem,2010,Mack MP8,Eaton Fuller 13-speed,52k,240000,Nayarit
Mack,Anthem,2018,Mack MP8,Eaton Fuller 18-speed,52k,363000,Tlaxcala
Volvo,VNL670,2001,Volvo D13,Volvo I-Shift,46k,160000,Chihuahua
Mack,Anthem,2011,Mack MP10,Mack mDRIVE,40k,253000,Morelos
Freightliner,FLD120,2011,Detroit DD13,Eaton Fuller 13-speed,52k,416000,Nayarit
International,Durastar,2016,MaxxForce 15,Eaton Fuller 18-speed,52k,539000,Chihuahua
Mack,Granite,2017,Mack MP8,Eaton Fuller 18-speed,40k,341000,Morelos
Volvo,VNM,2000,Volvo D13,Eaton Fuller 10-speed,40k,149000,Durango
Kenworth,W900,2001,Cummins ISX15,Eaton Fuller 13-speed,40k,306000,Nayarit
Mack,Granite,2017,Mack MP8,Eaton Fuller 13-speed,52k,296000,Chiapas
Mack,Pinnacle,2014,Mack MP8,Mack mDRIVE,46k,283000,Yucatán
Volvo,VNM,2005,Cummins ISX15,Allison 4000,52k,263000,Baja California
Mack,Anthem,2015,Mack MP10,Eaton Fuller 13-speed,46k,283000,Tamaulipas
Peterbilt,579,2017,Cummins ISX15,Eaton Fuller 13-speed,40k,673000,Campeche
International,ProStar,2014,MaxxForce 15,Allison 3000,52k,518000,Hidalgo
International,Durastar,2003,MaxxForce 13,Allison 3000,40k,264000,Morelos
Kenworth,T680,2022,Cummins X15,Eaton Fuller RT-8908LL,40k,966000,Zacatecas
International,9900i,2002,MaxxForce 13,Eaton Fuller 13-speed,52k,238000,Nuevo León
Volvo,VNL760,2007,Volvo D13,Allison 4000,52k,267000,Sinaloa
Volvo,VNM,2010,Cummins ISX15,Volvo I-Shift,40k,350000,Quintana Roo
Peterbilt,579,2000,Cummins X15,Eaton Fuller RTLO-16913A,52k,227000,Baja California
Peterbilt,379,2010,PACCAR MX13,Eaton UltraShift,46k,450000,San Luis Potosí
Peterbilt,379,2007,PACCAR MX13,Eaton UltraShift,40k,382000,Sonora
International,9900i,2012,Cummins ISC 8.3,Eaton Fuller 10-speed,46k,492000,Chihuahua
Volvo,VNL670,2019,Volvo D13,Eaton Fuller 10-speed,46k,544000,Estado de México
Mack,Pinnacle,2018,Mack MP8,Eaton Fuller 18-speed,52k,322000,Coahuila
Mack,Anthem,2005,Mack MP7,Eaton Fuller 13-speed,46k,160000,Hidalgo
Kenworth,T800,2015,Cummins X15,Eaton Fuller RTLO-16718B,40k,632000,Baja California Sur
Freightliner,M2 106,2017,Detroit DD13,Eaton Fuller 10-speed,40k,547000,Tabasco
Volvo,VNL670,2007,Detroit DD13,Eaton Fuller 13-speed,40k,277000,Zacatecas
Freightliner,FLD120,2000,Cummins ISX15,Allison 4500RDS,52k,166000,Zacatecas
Peterbilt,579,2004,PACCAR MX11,Eaton Fuller 13-speed,40k,313000,Veracruz
Volvo,VNM,2015,Cummins ISX15,Eaton Fuller 10-speed,46k,452000,Morelos
Volvo,VNL760,2005,Volvo D13,Allison 4000,52k,281000,Chiapas
Mack,Granite,2022,Mack MP7,Eaton Fuller 18-speed,46k,445000,Chihuahua
Peterbilt,579,2003,Cummins X15,Eaton Fuller RTLO-16913A,46k,320000,Guerrero
Peterbilt,389,2010,PACCAR MX13,Eaton UltraShift,46k,450000,Chiapas
Freightliner,Columbia,2012,Detroit DD15,Eaton Fuller 10-speed,40k,449000,Michoacán
Peterbilt,379,2000,PACCAR MX13,Eaton UltraShift,40k,287000,Veracruz
Volvo,VNL670,2020,Volvo D13,Eaton Fuller 13-speed,52k,652000,Estado de México
International,9900i,2000,MaxxForce 15,Allison 3000,52k,208000,Nuevo León
Volvo,VNL670,2017,Detroit DD13,Eaton Fuller 10-speed,46k,500000,Baja California
Freightliner,Cascadia,2018,Detroit DD15,Eaton Fuller RTLO-16913A,46k,547000,Jalisco
Peterbilt,389,2009,Cummins ISX15,Eaton UltraShift,52k,416000,Baja California
Peterbilt,379,2014,Cummins X15,Eaton Fuller RTLO-16913A,40k,511000,Guerrero
International,LT625,2018,Cummins ISB 6.7,Allison 4000,52k,629000,Baja California Sur
Volvo,VNL760,2009,Cummins ISX15,Eaton Fuller 13-speed,52k,325000,Baja California Sur
Freightliner,Cascadia,2013,Mercedes MBE4000,Detroit DT12,52k,470000,Nayarit
Freightliner,Cascadia,2005,Detroit DD13,Eaton Fuller RTLO-16913A,52k,280000,Colima
Peterbilt,379,2001,PACCAR MX11,Eaton UltraShift,40k,235000,Tlaxcala
Mack,Granite,2009,Mack MP10,Eaton Fuller 13-speed,40k,230000,Veracruz
Kenworth,T680,2002,PACCAR MX13,Eaton Fuller RTLO-16913A,52k,333000,Durango
Kenworth,T660,2005,PACCAR MX13,Eaton Fuller 13-speed,40k,391000,Tabasco
Freightliner,Cascadia,2000,Detroit DD13,Eaton Fuller RTLO-16913A,40k,191000,Sonora
Peterbilt,579,2002,Cummins ISX15,Eaton Fuller 13-speed,40k,300000,Chihuahua
